Rank	Name	Team	League	GP	G	A	PTS	PIM	+/-	PGP	PG	PA	PPTS	PPIM	Proj_PTS/GP
106	Maxime Gratchev	Rimouski Oceanic	QMJHL	70	35	42	77	88	-7	0	0	0	0	0	Not_In_NHL_AHL
107	Mitch Fadden	Lethbridge Hurricanes	WHL	71	36	48	84	54	9	0	0	0	0	0	Not_In_NHL_AHL
109	Dwight King	Lethbridge Hurricanes	WHL	62	12	32	44	39	8	0	0	0	0	0	AHL [0.4, 0.6)
110	Justin Falk	Spokane Chiefs	WHL	62	3	12	15	88	11	6	0	0	0	8	NHL [0.0, 0.2)
111	Luca Caputi	Mississauga IceDogs	OHL	68	27	38	65	66	22	5	2	1	3	0	AHL [0.4, 0.6)
112	Colton Sceviour	Portland Winter Hawks	WHL	49	12	26	38	38	-17	0	0	0	0	0	AHL [0.6, 0.8)
116	Keith Aulie	Brandon Wheat Kings	WHL	66	1	8	9	82	3	11	0	2	2	14	NHL [0.0, 0.2)
117	Matt Halischuk	Kitchener Rangers	OHL	67	33	33	66	20	11	9	4	1	5	10	NHL [0.2, 0.4)
118	Alex Grant	Saint John Sea Dogs	QMJHL	68	12	20	32	108	-32	0	0	0	0	0	AHL [0.6, 0.8)
119	Mark Santorelli	Chilliwack Bruins	WHL	72	29	53	82	46	-5	5	2	3	5	2	Not_In_NHL_AHL
122	Mario Kempe	St Johns Fog Devils	QMJHL	62	23	19	42	51	-19	4	0	0	0	2	Not_In_NHL_AHL
125	Brett Leffler	Regina Pats	WHL	69	13	13	26	114	5	10	2	0	2	14	Not_In_NHL_AHL
132	Chris Terry	Plymouth Whalers	OHL	68	22	44	66	98	18	20	8	10	18	21	AHL [0.8, 1.0)
136	Ondrej Roman	Spokane Chiefs	WHL	70	4	44	48	42	1	6	1	4	5	0	AHL [0.2, 0.4)
140	Cody Almond	Kelowna Rockets	WHL	68	15	28	43	72	-14	0	0	0	0	0	AHL [0.2, 0.4)
141	Jake Muzzin	Soo Greyhounds	OHL	37	1	3	4	10	-5	13	0	4	4	6	AHL [0.4, 0.6)
143	Mickey Renaud	Windsor Spitfires	OHL	68	22	32	54	76	-27	0	0	0	0	0	Other
145	Charles-Antoine Messier	Baie-Comeau Drakkar	QMJHL	69	27	21	48	67	15	11	0	3	3	14	Not_In_NHL_AHL
147	Jean-Simon Allard	St Johns Fog Devils	QMJHL	69	12	38	50	47	-30	4	0	1	1	4	Not_In_NHL_AHL
148	Randy Cameron	Moncton Wildcats	QMJHL	70	17	22	39	44	-21	7	1	1	2	0	Not_In_NHL_AHL
149	Michael Neal	Belleville Bulls	OHL	52	4	4	8	25	-6	15	0	1	1	6	Not_In_NHL_AHL
151	Brett Morrison	Prince Edward Island Rocket	QMJHL	64	35	55	90	76	12	7	8	8	16	10	Not_In_NHL_AHL
156	Richard Greenop	Windsor Spitfires	OHL	48	3	9	12	149	-7	0	0	0	0	0	Other
160	Anthony Peluso	Erie Otters	OHL	52	7	3	10	176	-33	0	0	0	0	0	AHL [0.0, 0.2)
162	Brett Bellemore	Plymouth Whalers	OHL	50	0	12	12	50	48	20	0	5	5	28	AHL [0.0, 0.2)
164	Chris DiDomenico	Saint John Sea Dogs	QMJHL	70	25	50	75	60	-14	0	0	0	0	0	AHL [0.2, 0.4)
171	Dustin Jeffrey	Soo Greyhounds	OHL	68	34	58	92	40	7	13	6	12	18	11	NHL [0.2, 0.4)
172	Luke Gazdic	Erie Otters	OHL	58	5	8	13	136	-24	0	0	0	0	0	AHL [0.2, 0.4)
178	Zack Torquato	Erie Otters	OHL	65	30	39	69	93	-24	0	0	0	0	0	Not_In_NHL_AHL
179	Paul Byron	Gatineau Olympiques	QMJHL	68	21	23	44	46	7	5	5	1	6	2	AHL [0.4, 0.6)
180	Justin Taylor	London Knights	OHL	31	6	12	18	18	4	16	4	6	10	17	Not_In_NHL_AHL
181	Corey Syvret	Guelph Storm	OHL	61	5	11	16	61	-11	4	0	0	0	2	Not_In_NHL_AHL
184	Josh Kidd	Erie Otters	OHL	64	9	18	27	96	-36	0	0	0	0	0	Other
188	Matt Fillier	St Johns Fog Devils	QMJHL	63	18	18	36	118	-38	4	0	1	1	2	Not_In_NHL_AHL
189	Jordan Knackstedt	Moose Jaw Warriors	WHL	72	23	33	56	98	19	0	0	0	0	0	Not_In_NHL_AHL
193	David Skokan	Rimouski Oceanic	QMJHL	52	14	21	35	62	-4	0	0	0	0	0	Not_In_NHL_AHL
196	Simon Lacroix	Shawinigan Cataractes	QMJHL	60	11	27	38	66	-11	4	0	2	2	6	Not_In_NHL_AHL
197	Michael Ward	Lewiston MAINEiacs	QMJHL	58	0	7	7	39	7	11	0	1	1	16	Not_In_NHL_AHL
200	Carson McMillan	Calgary Hitmen	WHL	72	7	15	22	76	-1	18	2	0	2	17	AHL [0.2, 0.4)
203	Frazer McLaren	Portland Winter Hawks	WHL	61	19	12	31	186	-23	0	0	0	0	0	AHL [0.0, 0.2)
205	Paul Postma	Swift Current Broncos	WHL	70	5	19	24	42	-19	6	0	1	1	0	AHL [0.6, 0.8)
206	Dan Gendur	Everett Silvertips	WHL	61	22	27	49	62	20	12	4	4	8	8	Not_In_NHL_AHL
207	Ryan Molle	Swift Current Broncos	WHL	61	1	4	5	52	-15	6	1	0	1	8	Not_In_NHL_AHL
