Rank	Name	Team	League	GP	G	A	PTS	PIM	+/-	PGP	PG	PA	PPTS	PPIM	Proj_PTS/GP
112	Jamie Tardif	Peterborough Petes	OHL	68	31	29	60	32	3	7	3	4	7	0	AHL [0.4, 0.6)
113	Corey Locke	Ottawa 67s	OHL	66	63	88	151	83	46	23	19	19	38	30	AHL [0.8, 1.0)
116	Guillaume Desbiens	Rouyn-Noranda Huskies	QMJHL	64	15	18	33	233	-11	4	0	0	0	4	AHL [0.0, 0.2)
118	Frank Rediker	Windsor Spitfires	OHL	51	8	8	16	120	-14	7	0	2	2	10	Other
119	Nathan Saunders	Moncton Wildcats	QMJHL	69	1	13	14	241	9	6	2	3	5	12	Not_In_NHL_AHL
121	Paul Bissonnette	Saginaw Spirit	OHL	67	7	16	23	57	-10	0	0	0	0	0	AHL [0.0, 0.2)
123	Danny Stewart	Rimouski Oceanic	QMJHL	65	19	21	40	144	-43	0	0	0	0	0	Not_In_NHL_AHL
127	Alexandre Bolduc	Rouyn-Noranda Huskies	QMJHL	66	14	29	43	131	4	4	0	2	2	2	AHL [0.4, 0.6)
130	Matej Trojovsky	Regina Pats	WHL	70	3	6	9	229	-12	5	0	0	0	6	Other
131	David Svagrovsky	Seattle Thunderbirds	WHL	68	17	25	42	47	17	15	4	6	10	12	Not_In_NHL_AHL
132	Kyle Quincey	London Knights	OHL	66	6	12	18	77	6	14	3	4	7	11	AHL [0.2, 0.4)
149	Nigel Dawes	Kootenay Ice	WHL	72	47	45	92	54	2	11	4	8	12	6	NHL [0.4, 0.6)
158	John Mitchell	Plymouth Whalers	OHL	68	18	37	55	31	18	18	2	10	12	8	AHL [0.6, 0.8)
163	Brad Richardson	Owen Sound Attack	OHL	67	27	40	67	54	-10	4	1	1	2	10	AHL [1.0, ...]
164	Ryan Oulahen	Brampton Battalion	OHL	61	21	22	43	6	20	11	2	1	3	2	AHL [0.4, 0.6)
168	Marc Methot	London Knights	OHL	68	2	13	15	46	0	14	2	4	6	6	AHL [0.2, 0.4)
172	Pavel Voroshnin	Mississauga IceDogs	OHL	68	9	27	36	81	-6	1	0	0	0	2	Other
173	Tyler Johnson	Moose Jaw Warriors	WHL	49	8	6	14	39	4	13	2	1	3	9	Other
178	Ryan Gibbons	Seattle Thunderbirds	WHL	67	9	6	15	91	7	15	3	1	4	22	Other
182	Bruno Gervais	Acadie-Bathurst Titan	QMJHL	72	22	28	50	73	47	11	3	5	8	14	NHL [0.2, 0.4)
183	Nate Thompson	Seattle Thunderbirds	WHL	61	10	24	34	48	7	15	5	4	9	6	AHL [0.4, 0.6)
185	Francis Wathier	Hull Olympiques	QMJHL	72	9	18	27	143	5	20	1	6	7	20	Other
188	Mark Flood	Peterborough Petes	OHL	68	5	24	29	18	10	7	1	2	3	0	AHL [0.4, 0.6)
192	Doug O'Brien	Hull Olympiques	QMJHL	71	10	34	44	102	35	19	3	12	15	18	Not_In_NHL_AHL
198	Shay Stephenson	Red Deer Rebels	WHL	67	17	15	32	84	16	23	6	5	11	33	Not_In_NHL_AHL
201	Jonathan Tremblay	Acadie-Bathurst Titan	QMJHL	62	0	1	1	232	-10	9	0	0	0	45	Other
202	Nathan Paetsch	Moose Jaw Warriors	WHL	59	15	39	54	81	5	13	3	10	13	6	NHL [0.0, 0.2)
206	Thomas Bellemare	Drummondville Voltigeurs	QMJHL	67	5	3	8	474	-12	0	0	0	0	0	Other
208	Randall Gelech	Kelowna Rockets	WHL	67	25	20	45	93	31	19	8	4	12	17	AHL [0.2, 0.4)
214	Kyle Brodziak	Moose Jaw Warriors	WHL	72	32	30	62	84	4	13	5	3	8	16	NHL [0.2, 0.4)
215	Mathieu Roy	Val dOr Foreurs	QMJHL	52	11	21	32	164	17	7	1	0	1	8	AHL [0.4, 0.6)
219	Adam Courchaine	Vancouver Giants	WHL	71	43	42	85	24	-7	4	2	1	3	2	Not_In_NHL_AHL
220	Jeremy Williams	Swift Current Broncos	WHL	72	41	52	93	117	17	4	1	0	1	6	AHL [0.6, 0.8)
222	Francois-Pierre Guenette	Halifax Mooseheads	QMJHL	72	38	49	87	24	53	24	10	17	27	12	Not_In_NHL_AHL
223	Dany Roussin	Rimouski Oceanic	QMJHL	71	20	34	54	87	-23	0	0	0	0	0	Not_In_NHL_AHL
228	Will Colbert	Ottawa 67s	OHL	56	1	6	7	23	10	23	1	5	6	7	Not_In_NHL_AHL
229	Stephen Dixon	Cape Breton Screaming Eagles	QMJHL	72	28	42	70	54	-36	4	0	0	0	6	AHL [0.4, 0.6)
233	Mathieu Gravel	Shawinigan Cataractes	QMJHL	72	24	26	50	60	-6	6	2	2	4	2	Not_In_NHL_AHL
237	Shaun Landolt	Calgary Hitmen	WHL	75	15	25	40	71	3	5	0	1	1	6	Not_In_NHL_AHL
240	Cam Cunning	Kamloops Blazers	WHL	71	7	13	20	54	13	6	1	0	1	2	AHL [0.2, 0.4)
241	Jimmy Bonneau	Montreal Rocket	QMJHL	65	1	5	6	261	-1	7	0	0	0	12	Other
245	Dustin Byfuglien	Prince George Cougars	WHL	56	10	29	39	78	11	5	1	3	4	12	NHL [0.4, 0.6)
247	Benoit Mondou	Shawinigan Cataractes	QMJHL	60	11	51	62	33	9	9	3	8	11	8	AHL [0.4, 0.6)
250	Shane O'Brien	Toronto St Michaels Majors	OHL	62	16	26	42	198	-21	19	4	10	14	79	NHL [0.2, 0.4)
251	Mathieu Melanson	Chicoutimi Sagueneens	QMJHL	69	20	27	47	62	-16	4	0	0	0	14	Not_In_NHL_AHL
254	Nathan McIver	Toronto St Michaels Majors	OHL	68	5	10	15	121	5	19	0	4	4	41	AHL [0.0, 0.2)
257	Darryl Yacboski	Regina Pats	WHL	37	2	3	5	63	1	0	0	0	0	0	Other
258	Vladimir Kutny	Quebec Remparts	QMJHL	66	7	12	19	37	1	11	0	1	1	2	Not_In_NHL_AHL
261	Joey Tenute	Sarnia Sting	OHL	68	41	71	112	75	36	3	1	2	3	0	AHL [0.6, 0.8)
262	Ryan Rorabeck	Toronto St Michaels Majors	OHL	55	11	19	30	20	-10	19	4	9	13	10	Other
264	John Hecimovic	Sarnia Sting	OHL	60	30	32	62	112	25	6	4	2	6	6	Not_In_NHL_AHL
266	Louis-Philippe Martin	Baie-Comeau Drakkar	QMJHL	65	23	53	76	63	25	12	5	8	13	6	Not_In_NHL_AHL
278	Troy Bodie	Kelowna Rockets	WHL	35	4	4	8	36	2	11	1	1	2	2	AHL [0.2, 0.4)
279	Mark Olafson	Kelowna Rockets	WHL	50	4	8	12	109	-1	19	2	4	6	20	Not_In_NHL_AHL
281	Jean-Michel Bolduc	Quebec Remparts	QMJHL	68	5	14	19	164	17	10	0	0	0	37	Other
283	Trevor Hendrikx	Peterborough Petes	OHL	56	1	8	9	128	-9	7	0	0	0	4	Not_In_NHL_AHL
285	Matthew Hansen	Seattle Thunderbirds	WHL	51	3	18	21	24	21	15	0	5	5	2	Other
286	Zbynek Hrdel	Rimouski Oceanic	QMJHL	65	10	14	24	131	-60	0	0	0	0	0	Other
287	Nick Tarnasky	Lethbridge Hurricanes	WHL	69	9	20	29	84	-9	0	0	0	0	0	NHL [0.0, 0.2)
