Rank	Name	Team	League	GP	G	A	PTS	PIM	+/-	PGP	PG	PA	PPTS	PPIM	Proj_PTS/GP
154	Jakob Stukel	Calgary Hitmen	WHL	69	36	24	60	12	2	5	2	1	3	0	AHL [0.2, 0.4)
159	Brandon Hagel	Red Deer Rebels	WHL	72	13	34	47	46	22	17	1	9	10	18	NHL [0.4, 0.6)
160	Michael Pezzetta	Sudbury Wolves	OHL	64	10	18	28	98	-44	0	0	0	0	0	AHL [0.2, 0.4)
164	Noah Carroll	Guelph Storm	OHL	67	3	11	14	46	-48	0	0	0	0	0	Other
166	Matthew Phillips	Victoria Royals	WHL	72	37	39	76	16	11	13	5	3	8	2	AHL [0.6, 0.8)
171	Gabriel Fontaine	Rouyn-Noranda Huskies	QMJHL	63	20	25	45	43	29	20	5	11	16	24	Other
172	Anthony Salinitri	Sarnia Sting	OHL	62	17	13	30	29	-5	7	2	0	2	8	Other
179	Nicolas Mattinen	London Knights	OHL	39	4	6	10	24	4	5	1	0	1	2	Other
180	Mark Shoemaker	North Bay Battalion	OHL	67	4	9	13	16	14	11	0	3	3	0	Other
184	Rodrigo Abols	Portland Winterhawks	WHL	62	20	29	49	42	9	4	0	1	1	4	Not_In_NHL_AHL
185	Calvin Thurkauf	Kelowna Rockets	WHL	61	18	27	45	54	19	18	2	6	8	16	Not_In_NHL_AHL
186	Stepan Falkovsky	Ottawa 67s	OHL	58	9	23	32	35	17	5	1	2	3	4	Not_In_NHL_AHL
189	Austin Osmanski	Mississauga Steelheads	OHL	65	2	8	10	53	19	7	0	1	1	8	Other
191	Travis Barron	Ottawa 67s	OHL	60	13	24	37	26	7	5	2	4	6	11	Not_In_NHL_AHL
194	Brett McKenzie	North Bay Battalion	OHL	66	26	27	53	43	1	11	2	3	5	12	Other
196	Dmitry Sokolov	Sudbury Wolves	OHL	68	30	22	52	13	-40	0	0	0	0	0	Other
200	David Quenneville	Medicine Hat Tigers	WHL	64	14	41	55	30	-21	0	0	0	0	0	Other
201	Ty Ronning	Vancouver Giants	WHL	67	31	28	59	18	-7	0	0	0	0	0	Other
202	Jacob Friend	Owen Sound Attack	OHL	54	4	17	21	106	10	6	0	0	0	13	Not_In_NHL_AHL
204	Braydyn Chizen	Kelowna Rockets	WHL	45	1	1	2	40	-6	3	0	0	0	2	Other
205	Tyler Soy	Victoria Royals	WHL	72	46	39	85	27	34	13	7	5	12	10	Other
206	Otto Somppi	Halifax Mooseheads	QMJHL	59	13	33	46	25	-15	0	0	0	0	0	AHL [0.8, 1.0)
