Rank	Name	Team	League	GP	G	A	PTS	PIM	+/-	PGP	PG	PA	PPTS	PPIM	Proj_PTS/GP
149	Gino Pisellini	Plymouth Whalers	OHL	68	15	15	30	214	4	9	0	3	3	23	Other
152	Bret Nasby	Oshawa Generals	OHL	56	0	7	7	41	-5	7	0	3	3	6	Other
158	Brandon Elliott	Mississauga IceDogs	OHL	30	0	4	4	89	1	13	0	0	0	32	Other
161	Jean-Claude Sawyer	Cape Breton Screaming Eagles	QMJHL	56	5	13	18	48	14	2	0	0	0	2	Not_In_NHL_AHL
162	Tyler Haskins	Toronto St Michaels Majors	OHL	63	18	27	45	32	18	18	5	4	9	10	AHL [0.2, 0.4)
164	Moises Gutierrez	Kamloops Blazers	WHL	71	7	12	19	107	3	5	1	0	1	6	Not_In_NHL_AHL
168	Kevin Cormier	Halifax Mooseheads	QMJHL	1	0	0	0	5	1	0	0	0	0	0	Not_In_NHL_AHL
171	Frederik Cabana	Halifax Mooseheads	QMJHL	70	17	21	38	78	-12	0	0	0	0	0	Other
173	Adam Pardy	Cape Breton Screaming Eagles	QMJHL	68	4	12	16	137	16	5	0	1	1	8	NHL [0.0, 0.2)
175	Aaron Boogaard	Tri-City Americans	WHL	35	3	2	5	57	1	6	0	0	0	8	AHL [0.0, 0.2)
176	Patrick Kaleta	Peterborough Petes	OHL	67	14	14	28	126	-6	0	0	0	0	0	NHL [0.0, 0.2)
177	Max Gordichuk	Kamloops Blazers	WHL	70	0	8	8	54	8	5	0	1	1	6	Not_In_NHL_AHL
195	Jean-Michel Rizk	Saginaw Spirit	OHL	68	10	18	28	81	-22	0	0	0	0	0	Not_In_NHL_AHL
198	Justin Vienneau	Shawinigan Cataractes	QMJHL	53	0	7	7	129	4	11	0	1	1	19	Other
200	Matt Schneider	Tri-City Americans	WHL	69	11	12	23	53	2	11	3	2	5	4	Not_In_NHL_AHL
201	Mike Vernace	Brampton Battalion	OHL	2	1	1	2	0	-1	11	2	3	5	8	AHL [0.2, 0.4)
202	Ryan Pottruff	London Knights	OHL	51	3	5	8	48	9	15	0	0	0	6	Not_In_NHL_AHL
207	Mark Mancari	Ottawa 67s	OHL	67	29	36	65	56	11	7	5	3	8	11	AHL [0.8, 1.0)
208	Stephane Goulet	Quebec Remparts	QMJHL	54	6	8	14	14	-14	5	0	0	0	2	Other
214	Troy Brouwer	Moose Jaw Warriors	WHL	72	23	26	49	111	15	10	3	0	3	12	NHL [0.2, 0.4)
216	Pierre-Luc Letourneau-Leblond	Baie-Comeau Drakkar	QMJHL	62	2	3	5	198	-9	4	0	0	0	6	AHL [0.0, 0.2)
222	Jordan Morrison	Peterborough Petes	OHL	66	15	30	45	52	-1	0	0	0	0	0	Not_In_NHL_AHL
223	Jared Walker	Red Deer Rebels	WHL	67	11	8	19	34	-5	19	1	2	3	18	Not_In_NHL_AHL
226	Steve Covington	Calgary Hitmen	WHL	72	6	13	19	28	0	7	2	0	2	4	Other
227	Chris Campoli	Erie Otters	OHL	67	20	46	66	66	-3	8	0	6	6	16	NHL [0.2, 0.4)
229	Eric Hunter	Prince George Cougars	WHL	70	19	23	42	122	-1	0	0	0	0	0	Not_In_NHL_AHL
235	Jonas Fiedler	Plymouth Whalers	OHL	63	18	28	46	83	0	9	1	6	7	16	Other
240	Aaron Gagnon	Seattle Thunderbirds	WHL	63	21	15	36	29	18	0	0	0	0	0	AHL [0.2, 0.4)
241	Mike Card	Kelowna Rockets	WHL	72	6	12	18	47	1	17	2	4	6	20	Other
242	Tyler Spurgeon	Kelowna Rockets	WHL	49	8	16	24	24	7	17	4	5	9	9	AHL [0.2, 0.4)
244	Jason Pitton	Soo Greyhounds	OHL	67	9	11	20	37	-11	0	0	0	0	0	AHL [0.0, 0.2)
245	Justin Keller	Kelowna Rockets	WHL	72	25	21	46	44	16	17	4	5	9	18	AHL [0.6, 0.8)
246	Greg Stewart	Peterborough Petes	OHL	58	4	6	10	76	-10	0	0	0	0	0	AHL [0.2, 0.4)
247	Jonathan Paiement	Lewiston MAINEiacs	QMJHL	68	13	52	65	140	0	7	0	2	2	10	AHL [0.2, 0.4)
252	Jan Steber	Halifax Mooseheads	QMJHL	69	16	15	31	45	-26	0	0	0	0	0	Other
254	David Schulz	Swift Current Broncos	WHL	70	3	14	17	79	14	5	0	0	0	2	Not_In_NHL_AHL
268	Martin Vagner	Gatineau Olympiques	QMJHL	38	6	12	18	85	30	13	0	3	3	16	Other
273	Dylan Hunter	London Knights	OHL	64	26	53	79	47	35	15	4	10	14	10	AHL [0.2, 0.4)
277	Jonathan Boutin	Shawinigan Cataractes	QMJHL	70	31	29	60	76	18	11	2	2	4	19	Not_In_NHL_AHL
278	Alexandre Dulac-Lemelin	Baie-Comeau Drakkar	QMJHL	67	2	11	13	35	-17	3	0	0	0	0	Other
279	Adam Cracknell	Kootenay Ice	WHL	72	26	35	61	63	-2	4	1	1	2	2	AHL [0.2, 0.4)
286	Triston Grant	Vancouver Giants	WHL	69	10	8	18	267	-15	11	1	1	2	33	AHL [0.2, 0.4)
