Rank	Name	Team	League	GP	G	A	PTS	PIM	+/-	PGP	PG	PA	PPTS	PPIM	Proj_PTS/GP
57	Jay McClement	Brampton Battalion	OHL	66	30	19	49	61	11	9	4	2	6	10	NHL [0.4, 0.6)
58	Nathan Paetsch	Moose Jaw Warriors	WHL	70	8	54	62	118	2	4	1	2	3	6	AHL [0.6, 0.8)
59	Matt Keith	Spokane Chiefs	WHL	33	13	14	27	63	8	12	1	3	4	14	AHL [0.6, 0.8)
64	Tomas Malec	Rimouski Oceanic	QMJHL	64	13	50	63	198	-17	11	0	11	11	26	AHL [0.2, 0.4)
65	Brendan Bell	Ottawa 67s	OHL	68	7	32	39	59	0	20	1	11	12	22	AHL [0.6, 0.8)
66	Fedor Fedorov	Sudbury Wolves	OHL	67	33	45	78	88	25	12	4	6	10	36	AHL [0.4, 0.6)
67	Robin Leblanc	Baie-Comeau Drakkar	QMJHL	61	24	38	62	33	16	11	7	8	15	8	Not_In_NHL_AHL
68	Grant McNeill	Prince Albert Raiders	WHL	61	2	6	8	280	-22	0	0	0	0	0	Not_In_NHL_AHL
69	Joel Stepp	Red Deer Rebels	WHL	70	24	13	37	89	23	22	6	3	9	24	Not_In_NHL_AHL
72	Brandon Nolan	Oshawa Generals	OHL	52	15	23	38	21	-7	0	0	0	0	0	Not_In_NHL_AHL
74	Chris Heid	Spokane Chiefs	WHL	51	2	15	17	76	-1	12	0	4	4	12	Not_In_NHL_AHL
77	Darren McLachlan	Seattle Thunderbirds	WHL	42	10	9	19	161	-8	9	1	3	4	18	Other
79	Garth Murray	Regina Pats	WHL	72	28	16	44	183	0	6	1	1	2	10	NHL [0.0, 0.2)
82	Jay Harrison	Brampton Battalion	OHL	53	4	15	19	112	4	9	1	1	2	17	AHL [0.4, 0.6)
85	Aaron Johnson	Rimouski Oceanic	QMJHL	64	12	41	53	128	-16	11	2	4	6	35	AHL [0.4, 0.6)
86	Drew Fata	Toronto St Michaels Majors	OHL	58	5	15	20	134	4	18	1	3	4	26	AHL [0.4, 0.6)
88	Nicolas Corbeil	Sherbrooke Castors	QMJHL	68	33	51	84	159	-11	3	1	3	4	4	Not_In_NHL_AHL
90	Owen Fussey	Calgary Hitmen	WHL	48	15	10	25	33	5	12	2	1	3	6	AHL [0.2, 0.4)
93	Stephane Veilleux	Val dOr Foreurs	QMJHL	68	48	67	115	90	35	21	15	18	33	42	NHL [0.2, 0.4)
96	Alexandre Rouleau	Val dOr Foreurs	QMJHL	70	8	17	25	124	16	21	1	0	1	46	Not_In_NHL_AHL
97	Danny Bois	London Knights	OHL	66	21	16	37	218	-18	5	2	1	3	19	AHL [0.4, 0.6)
98	Jordin Tootoo	Brandon Wheat Kings	WHL	60	20	28	48	172	1	6	2	4	6	18	AHL [0.6, 0.8)
101	Cory Stillman	Kingston Frontenacs	OHL	68	29	27	56	39	16	4	2	0	2	0	Not_In_NHL_AHL
104	Brent MacLellan	Rimouski Oceanic	QMJHL	62	7	19	26	155	-34	11	0	0	0	41	Other
122	Igor Valeev	North Bay Centennials	OHL	62	17	61	78	175	4	4	0	1	1	22	Other
123	Aaron Lobb	London Knights	OHL	67	23	25	48	93	-18	5	0	2	2	12	Other
125	Jeff Lucky	Spokane Chiefs	WHL	53	20	21	41	26	-2	0	0	0	0	0	Other
130	Colt King	Guelph Storm	OHL	65	25	27	52	129	8	4	0	1	1	8	Not_In_NHL_AHL
134	Kyle Wellwood	Belleville Bulls	OHL	68	35	83	118	24	47	10	3	16	19	4	NHL [0.4, 0.6)
137	Joel Perrault	Baie-Comeau Drakkar	QMJHL	68	10	14	24	46	-8	11	1	1	2	10	AHL [0.8, 1.0)
139	Shawn Collymore	Quebec Remparts	QMJHL	71	24	43	67	32	-9	4	0	3	3	0	Not_In_NHL_AHL
141	Cole Jarrett	Plymouth Whalers	OHL	60	12	36	48	98	22	19	6	12	18	29	AHL [0.2, 0.4)
144	Cody McCormick	Belleville Bulls	OHL	66	7	16	23	135	-6	10	1	1	2	23	NHL [0.0, 0.2)
147	Jiri Jakes	Brandon Wheat Kings	WHL	64	22	16	38	73	-12	6	1	1	2	4	Other
160	Artem Ternavski	Sherbrooke Castors	QMJHL	65	3	15	18	143	-17	0	0	0	0	0	Not_In_NHL_AHL
165	Pierre-Luc Emond	Drummondville Voltigeurs	QMJHL	62	10	36	46	110	-8	6	2	0	2	10	Not_In_NHL_AHL
169	Dustin Johner	Seattle Thunderbirds	WHL	72	25	31	56	45	5	9	1	5	6	6	AHL [0.0, 0.2)
171	Eric Himelfarb	Sarnia Sting	OHL	49	31	44	75	48	-1	4	1	7	8	4	AHL [0.4, 0.6)
175	Ryane Clowe	Rimouski Oceanic	QMJHL	32	15	10	25	43	-6	11	8	1	9	12	AHL [0.8, 1.0)
190	Brett Scheffelmaier	Medicine Hat Tigers	WHL	62	3	10	13	279	0	0	0	0	0	0	Other
193	Brooks Laich	Moose Jaw Warriors	WHL	71	9	21	30	28	-1	4	0	0	0	5	NHL [0.2, 0.4)
196	Charlie Stephens	Guelph Storm	OHL	67	38	38	76	53	-1	4	0	2	2	2	AHL [0.8, 1.0)
199	Matt Suderman	Saskatoon Blades	WHL	70	1	8	9	116	-17	0	0	0	0	0	Not_In_NHL_AHL
202	Derek Boogaard	Prince George Cougars	WHL	61	1	8	9	245	-9	6	1	0	1	31	NHL [0.0, 0.2)
203	Andrew Archer	Guelph Storm	OHL	52	0	2	2	63	0	4	0	0	0	4	AHL [0.0, 0.2)
206	Petr Preucil	Quebec Remparts	QMJHL	70	12	35	47	121	-30	4	1	0	1	11	Other
207	Garett Bembridge	Saskatoon Blades	WHL	72	38	40	78	40	-34	0	0	0	0	0	AHL [0.4, 0.6)
208	Thierry Douville	Baie-Comeau Drakkar	QMJHL	65	0	4	4	408	-1	11	0	0	0	16	Not_In_NHL_AHL
211	Sean Curry	Tri-City Americans	WHL	72	5	12	17	113	1	0	0	0	0	0	AHL [0.0, 0.2)
212	Jason King	Halifax Mooseheads	QMJHL	72	48	41	89	78	13	6	3	2	5	16	AHL [0.8, 1.0)
215	Dan Baum	Prince George Cougars	WHL	59	9	14	23	169	-15	6	1	2	3	27	Not_In_NHL_AHL
218	Jan Platil	Barrie Colts	OHL	60	6	18	24	114	9	5	0	0	0	12	AHL [0.2, 0.4)
221	Johnny Oduya	Moncton Wildcats	QMJHL	68	14	54	68	259	22	13	4	9	13	10	Not_In_NHL_AHL
222	Jeremy Van Hoof	Ottawa 67s	OHL	65	1	14	15	49	11	20	3	4	7	27	Not_In_NHL_AHL
227	Marek Svatos	Kootenay Ice	WHL	39	23	18	41	47	17	11	7	2	9	26	NHL [0.8, 1.0)
228	Mike Bray	Quebec Remparts	QMJHL	41	10	10	20	317	-2	4	1	1	2	35	Other
231	Kyle Bruce	Prince Albert Raiders	WHL	68	8	8	16	193	-26	0	0	0	0	0	Not_In_NHL_AHL
236	Ryan Bowness	Brampton Battalion	OHL	52	5	10	15	51	-1	9	0	2	2	9	Not_In_NHL_AHL
238	Ryan Hollweg	Medicine Hat Tigers	WHL	65	19	39	58	125	-27	0	0	0	0	0	NHL [0.0, 0.2)
239	Jake Riddle	Seattle Thunderbirds	WHL	67	13	20	33	109	-3	6	0	2	2	2	Not_In_NHL_AHL
241	Milan Jurcina	Halifax Mooseheads	QMJHL	68	0	5	5	56	-3	6	0	2	2	12	NHL [0.2, 0.4)
243	Frank Lukes	Toronto St Michaels Majors	OHL	61	23	33	56	37	16	18	4	9	13	12	AHL [0.2, 0.4)
244	Carter Trevisani	Ottawa 67s	OHL	35	9	10	19	22	4	20	1	4	5	26	Not_In_NHL_AHL
246	Tomas Mojzis	Moose Jaw Warriors	WHL	72	11	25	36	115	5	4	0	1	1	8	AHL [0.4, 0.6)
252	Jean-Francois Soucy	Montreal Rocket	QMJHL	65	6	12	18	94	1	0	0	0	0	0	Not_In_NHL_AHL
264	P.A. Parenteau	Chicoutimi Sagueneens	QMJHL	73	20	32	52	52	-9	7	4	7	11	2	AHL [0.8, 1.0)
265	Dale Sullivan	Hull Olympiques	QMJHL	72	8	14	22	31	-17	5	2	1	3	0	Other
270	Grant Jacobsen	Regina Pats	WHL	64	10	25	35	40	7	6	0	1	1	4	Not_In_NHL_AHL
274	Peter Reynolds	North Bay Centennials	OHL	58	2	27	29	85	-17	4	0	1	1	7	Other
278	Shay Stephenson	Red Deer Rebels	WHL	44	1	4	5	30	-3	22	0	0	0	15	Not_In_NHL_AHL
279	Ryan Jorde	Tri-City Americans	WHL	67	1	6	7	219	3	0	0	0	0	0	Not_In_NHL_AHL
282	Marcel Rodman	Peterborough Petes	OHL	61	36	35	71	14	32	7	4	2	6	2	Not_In_NHL_AHL
