League	GP	G	A	PTS	PGP	PG	PA	PPTS	Proj_PTS/GP	Position	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G	Year	P+/-	PPIM	PPPG	PPPA	PSHG	PSHA	PSOG	PDS	PGWG	POTG	PFirst	PInsurance	PSOGP	PSO/G	PATT	PSOWG	PSO%	PFOA	PFOW	PFO%	PPTS/G	PPIM/G	Height	Weight
WHL	65	10	14	24	14	3	3	6	AHL [0.2, 0.4)	LW	5	129	3	3	0	0	0	0	3	0	2	0	0	0	0	0	0.0	0	0	0.0	0.37	1.98	2010-11	5	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.43	2.64	187.5	184
OHL	65	23	26	49	7	0	2	2	NHL [0.4, 0.6)	RW	9	35	4	12	2	0	0	0	5	0	6	0	1	0	1	0	0.0	0	0	0.0	0.75	0.54	2010-11	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.29	0.57	175.0	180
WHL	67	21	45	66	10	8	11	19	Other	RW	3	62	6	28	1	0	0	0	1	0	3	2	6	2	6	1	33.3	0	0	0.0	0.99	0.93	2010-11	5	8	1	10	0	0	0	0	2	0	1	2	0	0	0	0	0.0	0	0	0.0	1.9	0.8	170.0	165
OHL	66	22	32	54	20	10	7	17	NHL [0.4, 0.6)	C	17	135	7	7	4	2	0	0	3	0	6	1	0	0	0	0	0.0	0	0	0.0	0.82	2.05	2010-11	4	53	2	3	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.85	2.65	175.0	180
WHL	72	35	22	57	10	3	3	6	Not_In_NHL_AHL	LW	27	125	2	2	4	0	0	0	3	0	5	8	0	0	0	0	0.0	0	0	0.0	0.79	1.74	2010-11	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	1.8	182.5	208
WHL	65	21	39	60	17	2	9	11	AHL [0.2, 0.4)	C	19	60	12	12	0	1	0	0	4	0	7	5	0	0	0	0	0.0	0	0	0.0	0.92	0.92	2010-11	2	18	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.65	1.06	180.0	195
OHL	67	19	15	34	4	1	0	1	AHL [0.4, 0.6)	RW	-19	78	6	2	0	0	0	0	3	0	4	1	2	1	2	0	50.0	0	0	0.0	0.51	1.16	2010-11	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	1.0	185.0	188
OHL	60	28	35	63	7	0	2	2	Other	LW	17	18	10	13	0	1	0	0	2	0	3	4	1	0	1	0	0.0	0	0	0.0	1.05	0.3	2010-11	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.29	0.29	180.0	187
WHL	71	14	12	26	10	3	6	9	AHL [0.4, 0.6)	RW	13	53	1	1	0	0	0	0	0	0	2	3	2	0	2	0	0.0	0	0	0.0	0.37	0.75	2010-11	5	8	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.9	0.8	187.5	193
OHL	66	9	11	20	14	2	1	3	Other	LW	-1	52	1	1	0	0	0	0	0	0	1	2	2	0	2	0	0.0	0	0	0.0	0.3	0.79	2010-11	-4	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.21	0.14	182.5	210
QMJHL	68	12	17	29	4	0	0	0	Not_In_NHL_AHL	LW	-22	33	6	6	0	0	150	80	1	0	3	1	0	0	0	0	0.0	1148	633	55.1	0.43	0.49	2010-11	-2	11	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0.0	60	25	41.7	0.0	2.75	185.0	200
QMJHL	61	39	57	96	10	4	7	11	NHL [0.6, 0.8)	LW	37	24	15	23	2	1	263	161	7	2	5	8	7	4	7	2	57.1	48	17	35.4	1.57	0.39	2010-11	-1	6	3	0	0	0	44	19	0	0	0	0	0	0	0	0	0.0	2	0	0.0	1.1	0.6	180.0	174
OHL	66	22	53	75	0	0	0	0	NHL [0.8, 1.0)	C	-22	35	13	23	1	0	0	0	0	0	1	1	2	1	2	0	50.0	0	0	0.0	1.14	0.53	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	184
OHL	55	34	35	69	0	0	0	0	AHL [0.8, 1.0)	LW	-33	49	15	19	0	0	0	0	3	1	3	2	2	0	2	0	0.0	0	0	0.0	1.25	0.89	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	198
OHL	49	21	20	41	0	0	0	0	AHL [0.8, 1.0)	RW	-1	47	5	7	1	2	0	0	1	0	5	1	1	0	1	0	0.0	0	0	0.0	0.84	0.96	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	209
WHL	66	18	27	45	0	0	0	0	NHL [0.2, 0.4)	LW	-21	84	5	9	0	0	0	0	3	0	2	2	0	0	0	0	0.0	0	0	0.0	0.68	1.27	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	190.0	187
OHL	69	26	27	53	0	0	0	0	AHL [0.8, 1.0)	C	-36	8	13	13	0	1	0	0	3	1	6	1	4	2	4	1	50.0	0	0	0.0	0.77	0.12	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	184
WHL	68	22	22	44	0	0	0	0	Not_In_NHL_AHL	C	-19	69	6	10	0	0	0	0	3	0	3	0	3	2	3	2	66.7	0	0	0.0	0.65	1.01	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	182.5	205
WHL	12	6	5	11	0	0	0	0	Not_In_NHL_AHL	LW	3	14	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.92	1.17	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	210
WHL	66	28	26	54	0	0	0	0	Not_In_NHL_AHL	RW	-11	23	7	16	1	0	0	0	3	1	4	3	11	5	11	2	45.5	0	0	0.0	0.82	0.35	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	200
OHL	66	10	11	21	0	0	0	0	AHL [0.4, 0.6)	C	-4	10	3	0	0	1	0	0	1	0	1	2	0	0	0	0	0.0	0	0	0.0	0.32	0.15	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	179
WHL	46	18	24	42	0	0	0	0	AHL [0.2, 0.4)	RW	1	35	2	10	2	0	0	0	3	1	1	0	1	0	1	0	0.0	0	0	0.0	0.91	0.76	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	190.0	190
OHL	55	1	4	5	0	0	0	0	Not_In_NHL_AHL	RW	-11	171	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.09	3.11	2010-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	187.5	226
OHL	42	31	38	69	6	2	3	5	NHL [0.2, 0.4)	RW	15	30	12	16	1	0	0	0	5	0	4	1	6	3	6	1	50.0	0	0	0.0	1.64	0.71	2011-12	-7	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	0.67	177.5	185
OHL	2	0	0	0	6	2	2	4	NHL [0.6, 0.8)	C	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	2011-12	-6	4	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0	0	0.0	0.67	0.67	180.0	194
QMJHL	59	40	45	85	11	3	7	10	NHL [0.2, 0.4)	C	35	12	8	16	0	0	196	102	8	0	7	4	4	2	4	2	50.0	1131	572	50.6	1.44	0.2	2011-12	-2	4	1	4	0	0	24	6	0	0	1	0	0	0	0	0	0.0	194	94	48.5	0.91	0.36	187.5	200
OHL	49	9	18	27	13	7	6	13	NHL [0.2, 0.4)	RW	17	141	3	4	0	0	0	0	2	0	5	0	0	0	0	0	0.0	0	0	0.0	0.55	2.88	2011-12	10	39	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0.0	0	0	0.0	1.0	3.0	187.5	205
OHL	64	21	32	53	6	2	3	5	AHL [0.6, 0.8)	C	8	101	6	10	1	2	0	0	3	0	3	3	3	2	3	1	66.7	0	0	0.0	0.83	1.58	2011-12	-5	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.83	2.83	180.0	177
OHL	68	28	40	68	6	1	2	3	NHL [0.0, 0.2)	C	4	68	5	13	4	0	0	0	4	1	4	2	5	3	5	1	60.0	0	0	0.0	1.0	1.0	2011-12	-2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.33	182.5	207
WHL	28	7	16	23	17	4	10	14	AHL [0.0, 0.2)	C	18	42	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.82	1.5	2011-12	6	20	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0.0	0	0	0.0	0.82	1.18	185.0	216
WHL	70	28	31	59	4	0	2	2	Other	C	15	165	9	11	1	0	0	0	7	0	3	4	0	0	0	0	0.0	0	0	0.0	0.84	2.36	2011-12	-3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	3.5	180.0	215
OHL	57	29	28	57	13	4	7	11	AHL [0.0, 0.2)	C	6	111	10	10	0	0	0	0	5	0	2	2	2	1	2	0	50.0	0	0	0.0	1.0	1.95	2011-12	0	26	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0	0	0.0	0.85	2.0	180.0	188
QMJHL	56	21	23	44	5	3	5	8	Not_In_NHL_AHL	LW	-2	60	3	5	0	0	147	98	2	0	6	3	3	1	3	0	33.3	133	56	42.1	0.79	1.07	2011-12	-1	11	0	2	0	0	14	10	0	0	0	0	0	0	0	0	0.0	1	0	0.0	1.6	2.2	182.5	195
QMJHL	34	16	13	29	17	5	6	11	AHL [0.6, 0.8)	RW	-9	41	5	3	0	0	85	49	2	0	3	0	2	1	2	0	50.0	6	1	16.7	0.85	1.21	2011-12	0	26	2	0	0	0	34	15	1	0	1	0	0	0	0	0	0.0	1	0	0.0	0.65	1.53	180.0	193
WHL	58	26	15	41	4	1	1	2	NHL [0.0, 0.2)	RW	-14	62	13	8	2	0	0	0	4	0	1	2	5	0	5	0	0.0	0	0	0.0	0.71	1.07	2011-12	-7	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.5	180.0	187
OHL	65	11	23	34	19	5	2	7	NHL [0.2, 0.4)	C	25	20	0	1	2	0	0	0	3	0	3	0	0	0	0	0	0.0	0	0	0.0	0.52	0.31	2011-12	1	4	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0.0	0	0	0.0	0.37	0.21	180.0	181
QMJHL	68	34	47	81	21	10	15	25	Not_In_NHL_AHL	C	23	132	17	17	0	0	162	112	5	0	6	3	3	2	3	1	66.7	985	511	51.9	1.19	1.94	2011-12	11	22	2	5	0	0	48	28	0	0	1	2	0	0	0	0	0.0	445	237	53.3	1.19	1.05	182.5	195
WHL	72	40	24	64	6	3	6	9	NHL [0.2, 0.4)	C	15	80	8	10	3	0	0	0	5	2	5	8	2	0	2	0	0.0	0	0	0.0	0.89	1.11	2011-12	5	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.5	0.33	177.5	202
WHL	71	36	35	71	11	5	0	5	AHL [0.2, 0.4)	LW	27	40	9	9	0	0	0	0	4	0	6	4	1	0	1	0	0.0	0	0	0.0	1.0	0.56	2011-12	-4	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	1.0	180.0	183
OHL	67	30	29	59	6	2	3	5	AHL [0.4, 0.6)	RW	-10	110	11	13	0	1	0	0	4	0	4	6	1	0	1	0	0.0	0	0	0.0	0.88	1.64	2011-12	1	12	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.83	2.0	177.5	185
OHL	43	13	35	48	6	1	4	5	AHL [0.6, 0.8)	LW	4	46	2	15	1	1	0	0	1	0	1	1	2	0	2	0	0.0	0	0	0.0	1.12	1.07	2011-12	-4	6	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.83	1.0	177.5	176
OHL	65	3	11	14	12	1	4	5	Not_In_NHL_AHL	C	-4	76	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.22	1.17	2011-12	3	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.42	0.17	187.5	212
WHL	55	22	20	42	5	1	3	4	AHL [0.4, 0.6)	LW	-1	24	2	10	0	0	0	0	3	0	5	3	2	0	2	0	0.0	0	0	0.0	0.76	0.44	2011-12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.8	0.0	177.5	190
WHL	65	28	30	58	20	7	8	15	AHL [1.0, ...]	C	16	82	10	4	0	0	0	0	2	0	2	3	2	1	2	0	50.0	0	0	0.0	0.89	1.26	2011-12	6	28	1	1	0	0	0	0	2	0	2	1	0	0	0	0	0.0	0	0	0.0	0.75	1.4	170.0	165
OHL	68	18	20	38	4	0	2	2	Other	LW	-5	44	2	4	2	0	0	0	2	1	0	3	0	0	0	0	0.0	0	0	0.0	0.56	0.65	2011-12	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.5	0.0	177.5	188
OHL	50	23	13	36	6	1	2	3	Not_In_NHL_AHL	LW	-5	25	9	5	0	0	0	0	2	0	4	1	0	0	0	0	0.0	0	0	0.0	0.72	0.5	2011-12	-3	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.5	0.33	187.5	208
OHL	68	22	30	52	4	0	0	0	Not_In_NHL_AHL	C	1	55	5	6	2	0	0	0	2	0	3	4	1	0	1	0	0.0	0	0	0.0	0.76	0.81	2011-12	-3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.0	180.0	195
OHL	64	12	10	22	19	2	3	5	NHL [0.2, 0.4)	RW	17	34	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0.0	0	0	0.0	0.34	0.53	2011-12	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.26	0.21	182.5	189
QMJHL	63	31	17	48	11	7	10	17	NHL [0.0, 0.2)	C	1	88	8	6	0	1	184	114	2	0	4	3	5	1	5	1	20.0	1169	602	51.5	0.76	1.4	2011-12	6	22	1	5	0	0	41	26	4	0	1	1	0	0	0	0	0.0	263	137	52.1	1.55	2.0	180.0	198
OHL	68	21	39	60	5	1	2	3	AHL [0.6, 0.8)	C	9	51	7	11	2	0	0	0	2	0	2	2	2	1	2	0	50.0	0	0	0.0	0.88	0.75	2011-12	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.6	2.0	175.0	164
QMJHL	63	16	31	47	6	1	1	2	Not_In_NHL_AHL	RW	5	35	3	6	0	1	110	63	3	0	1	1	1	0	1	0	0.0	992	457	46.1	0.75	0.56	2011-12	-3	2	0	1	0	0	11	4	0	0	0	0	0	0	0	0	0.0	77	33	42.9	0.33	0.33	177.5	162
OHL	63	22	15	37	11	1	4	5	NHL [0.4, 0.6)	LW	22	22	3	2	1	1	0	0	3	0	1	4	0	0	0	0	0.0	0	0	0.0	0.59	0.35	2011-12	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.45	0.0	180.0	177
WHL	72	13	24	37	22	5	2	7	AHL [0.6, 0.8)	LW	10	36	3	3	0	0	0	0	1	0	0	6	1	1	1	1	100.0	0	0	0.0	0.51	0.5	2011-12	0	12	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	0.32	0.55	175.0	174
QMJHL	59	25	41	66	18	6	5	11	AHL [0.8, 1.0)	LW	28	50	5	17	0	0	199	84	2	1	5	4	4	2	4	1	50.0	62	33	53.2	1.12	0.85	2011-12	5	16	1	1	0	0	31	14	0	0	2	0	0	0	0	0	0.0	11	2	18.2	0.61	0.89	175.0	170
OHL	68	45	40	85	19	10	13	23	AHL [1.0, ...]	RW	24	49	15	21	7	0	0	0	8	2	8	5	5	2	5	2	40.0	0	0	0.0	1.25	0.72	2011-12	14	12	5	6	1	0	0	0	3	0	2	1	0	0	0	0	0.0	0	0	0.0	1.21	0.63	172.5	180
OHL	68	15	21	36	4	1	0	1	Not_In_NHL_AHL	C	-6	81	1	1	0	1	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	0.53	1.19	2011-12	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.25	1.0	177.5	184
WHL	71	23	39	62	4	0	4	4	Not_In_NHL_AHL	C	-2	70	6	11	0	0	0	0	0	0	2	2	5	1	5	0	20.0	0	0	0.0	0.87	0.99	2011-12	-3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	1.0	1.0	182.5	179
OHL	60	25	29	54	12	6	4	10	AHL [0.0, 0.2)	LW	13	93	5	3	1	2	0	0	3	0	4	3	4	0	4	0	0.0	0	0	0.0	0.9	1.55	2011-12	1	23	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0	0	0.0	0.83	1.92	177.5	169
OHL	60	5	11	16	9	0	1	1	Not_In_NHL_AHL	RW	-2	107	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.27	1.78	2011-12	-2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.11	1.0	185.0	201
OHL	63	17	31	48	19	9	6	15	AHL [0.0, 0.2)	C	10	120	5	8	1	1	0	0	3	0	3	2	1	0	1	0	0.0	0	0	0.0	0.76	1.9	2011-12	5	31	3	1	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0	0	0.0	0.79	1.63	170.0	186
WHL	67	15	17	32	4	0	0	0	AHL [0.2, 0.4)	C	-12	64	2	3	0	0	0	0	0	0	1	3	0	0	0	0	0.0	0	0	0.0	0.48	0.96	2011-12	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	1.0	182.5	187
OHL	68	17	14	31	5	0	1	1	AHL [0.8, 1.0)	C	4	72	5	5	1	0	0	0	1	0	3	2	8	2	8	1	25.0	0	0	0.0	0.46	1.06	2011-12	-3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.2	1.6	175.0	182
QMJHL	50	20	44	64	4	1	1	2	Not_In_NHL_AHL	RW	14	30	4	19	2	0	137	73	1	0	4	2	5	2	5	1	40.0	51	16	31.4	1.28	0.6	2011-12	-5	0	0	1	0	0	8	6	0	0	1	0	0	0	0	0	0.0	16	7	43.8	0.5	0.0	175.0	160
QMJHL	66	40	36	76	11	3	7	10	Not_In_NHL_AHL	LW	42	50	8	13	0	0	195	135	4	0	6	3	7	2	7	1	28.6	0	0	0.0	1.15	0.76	2011-12	9	2	0	2	0	0	32	22	0	0	1	0	0	0	0	0	0.0	1	1	100.0	0.91	0.18	177.5	195
QMJHL	67	23	11	34	21	5	4	9	Not_In_NHL_AHL	C	-11	73	5	4	2	0	167	92	2	0	6	1	0	0	0	0	0.0	524	261	49.8	0.51	1.09	2011-12	4	31	0	1	2	0	44	21	0	0	0	1	0	0	0	0	0.0	297	137	46.1	0.43	1.48	182.5	181
OHL	45	15	22	37	1	0	0	0	Not_In_NHL_AHL	C	-3	18	7	12	0	0	0	0	3	0	5	0	4	2	4	1	50.0	0	0	0.0	0.82	0.4	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	172.5	175
WHL	72	35	50	85	11	3	7	10	AHL [0.6, 0.8)	C	31	51	8	17	2	0	0	0	3	0	5	6	2	0	2	0	0.0	0	0	0.0	1.18	0.71	2011-12	-5	12	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	0	0.0	0.91	1.09	175.0	162
WHL	32	6	13	19	9	0	1	1	Other	C	-10	23	1	2	1	2	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.59	0.72	2011-12	-2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.11	0.67	185.0	196
OHL	60	37	54	91	0	0	0	0	NHL [0.4, 0.6)	LW	21	37	10	25	2	1	0	0	6	1	4	4	3	1	3	1	33.3	0	0	0.0	1.52	0.62	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	193
OHL	28	12	11	23	0	0	0	0	Other	C	-2	4	4	3	0	0	0	0	3	0	1	2	1	1	1	0	100.0	0	0	0.0	0.82	0.14	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	178
OHL	24	9	5	14	0	0	0	0	Other	C	2	10	3	2	0	0	0	0	2	0	1	0	1	0	1	0	0.0	0	0	0.0	0.58	0.42	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	193
WHL	58	14	12	26	0	0	0	0	AHL [0.2, 0.4)	RW	-16	83	4	0	0	0	0	0	2	0	2	0	4	0	4	0	0.0	0	0	0.0	0.45	1.43	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	185.0	194
WHL	71	17	33	50	0	0	0	0	AHL [0.2, 0.4)	C	3	49	2	6	0	1	0	0	1	0	5	1	4	0	4	0	0.0	0	0	0.0	0.7	0.69	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	177.5	173
OHL	68	25	28	53	0	0	0	0	NHL [0.4, 0.6)	RW	-72	14	12	10	1	1	0	0	2	0	2	1	1	0	1	0	0.0	0	0	0.0	0.78	0.21	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	175.0	160
WHL	66	30	23	53	0	0	0	0	Not_In_NHL_AHL	LW	2	12	15	12	0	0	0	0	1	0	4	2	4	0	4	0	0.0	0	0	0.0	0.8	0.18	2011-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	180.0	176
QMJHL	44	32	43	75	17	11	22	33	NHL [1.0, ...]	C	40	45	10	14	2	2	201	136	7	1	6	2	3	1	3	1	33.3	970	537	55.4	1.7	1.02	2012-13	17	12	5	9	0	1	81	46	4	0	1	1	0	0	0	0	0.0	421	253	60.1	1.94	0.71	180.0	182
QMJHL	49	41	64	105	17	12	23	35	NHL [0.6, 0.8)	LW	48	32	7	35	4	2	173	124	5	0	7	10	4	2	4	0	50.0	122	52	42.6	2.14	0.65	2012-13	22	14	0	13	2	0	59	33	2	1	1	2	0	0	0	0	0.0	12	3	25.0	2.06	0.82	175.0	186
OHL	67	33	28	61	21	16	7	23	NHL [0.6, 0.8)	LW	3	29	17	9	1	2	0	0	5	0	5	2	6	1	6	0	16.7	0	0	0.0	0.91	0.43	2012-13	-1	10	3	2	3	0	0	0	3	0	2	2	0	0	0	0	0.0	0	0	0.0	1.1	0.48	180.0	206
OHL	64	39	48	87	21	11	21	32	NHL [0.4, 0.6)	C	33	71	14	21	1	0	0	0	3	0	7	6	9	1	9	0	11.1	0	0	0.0	1.36	1.11	2012-13	12	26	3	10	0	0	0	0	4	1	2	1	0	0	0	0	0.0	0	0	0.0	1.52	1.24	172.5	197
WHL	72	38	23	61	22	9	2	11	NHL [0.0, 0.2)	C	25	47	14	9	2	1	0	0	7	0	8	11	2	0	2	0	0.0	0	0	0.0	0.85	0.65	2012-13	-2	20	3	1	0	0	0	0	2	0	0	1	0	0	0	0	0.0	0	0	0.0	0.5	0.91	177.5	190
QMJHL	67	50	39	89	9	5	7	12	NHL [0.6, 0.8)	RW	21	71	13	14	1	1	323	211	5	1	5	5	6	1	6	1	16.7	108	44	40.7	1.33	1.06	2012-13	1	13	0	4	0	1	39	21	1	0	1	0	0	0	0	0	0.0	8	2	25.0	1.33	1.44	187.5	190
QMJHL	62	22	38	60	6	0	2	2	AHL [0.2, 0.4)	C	22	26	4	10	1	2	119	70	4	0	3	1	2	0	2	0	0.0	1463	682	46.6	0.97	0.42	2012-13	1	2	0	1	0	0	11	4	0	0	0	0	0	0	0	0	0.0	168	76	45.2	0.33	0.33	190.0	214
QMJHL	65	32	38	70	10	6	4	10	AHL [0.4, 0.6)	LW	0	101	7	8	3	6	189	121	3	0	5	3	7	0	7	0	0.0	79	30	38.0	1.08	1.55	2012-13	-2	14	2	1	0	0	39	29	0	0	1	0	0	0	0	0	0.0	4	1	25.0	1.0	1.4	180.0	183
WHL	64	37	49	86	8	3	3	6	AHL [0.4, 0.6)	LW	-13	44	14	22	0	3	0	0	6	1	5	3	6	3	6	2	50.0	0	0	0.0	1.34	0.69	2012-13	0	8	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.75	1.0	175.0	181
OHL	66	18	29	47	5	1	1	2	AHL [0.6, 0.8)	LW	19	31	6	6	0	3	0	0	3	0	2	1	6	3	6	1	50.0	0	0	0.0	0.71	0.47	2012-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.4	0.0	182.5	179
OHL	56	23	37	60	9	4	2	6	NHL [0.4, 0.6)	LW	29	120	5	8	2	1	0	0	3	1	4	3	1	0	1	0	0.0	0	0	0.0	1.07	2.14	2012-13	4	16	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0	0	0.0	0.67	1.78	177.5	181
QMJHL	68	28	44	72	11	5	5	10	AHL [0.6, 0.8)	RW	11	67	9	18	0	0	221	108	6	0	4	0	7	2	7	1	28.6	290	171	59.0	1.06	0.99	2012-13	1	19	1	1	0	0	30	11	1	0	1	2	0	0	0	0	0.0	14	8	57.1	0.91	1.73	180.0	210
QMJHL	67	40	35	75	19	10	9	19	AHL [0.8, 1.0)	RW	29	60	10	10	0	0	248	161	9	0	7	6	6	4	6	2	66.7	9	4	44.4	1.12	0.9	2012-13	13	18	5	0	0	0	90	50	2	1	1	1	0	0	0	0	0.0	2	1	50.0	1.0	0.95	180.0	209
QMJHL	62	25	32	57	6	2	2	4	AHL [0.4, 0.6)	C	0	50	10	12	3	3	200	102	9	0	3	1	5	2	5	0	40.0	843	407	48.3	0.92	0.81	2012-13	-1	8	0	1	0	0	28	11	1	0	0	0	0	0	0	0	0.0	110	53	48.2	0.67	1.33	180.0	165
OHL	65	7	10	17	21	4	4	8	NHL [0.0, 0.2)	LW	7	34	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0.0	0	0	0.0	0.26	0.52	2012-13	3	8	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0	0	0.0	0.38	0.38	180.0	203
